Text,Score
"I just received my order today.  As noted in other reviews, the K cups came in a stapled brown bag.  However, unlike the previous review, all the K cups were clean and undamaged.  None of them were expired, and the earliest expiration was in mid-August .... plenty of time for my family.  I was so pleased with the selection in my bag!  Here are the details:<br /><br />12 regular coffees<br />10 flavored coffees (including several limited edition flavors)<br />3 hot teas<br />3 cappuccinos<br />2 iced coffees<br />2 decafs<br />1 iced tea<br />1 cider<br />and 1 hot cocoa<br /><br />I love that I have the opportunity to try so many different brands and flavors.  If I am looking for a variety pack in the future, I will definitely order again!",4
If you love Balsamic Vinegar you will love this product.  It is Balsamic Vinegar on steroids.  It has a somewhat stronger and sweeter taste than regular balsamic vinegar and it is much thicker and clings to everything in your salad plate.,5
"These are the best. The colors are vivid,simiple to use and no mess.I like that the bottles are spill proof.",5
Two jars of ground rosemary.  No issues with the product.  I use this every time I make rosemary potatoes.<br /><br />Johnny,5
"I have to say that The Super Lemon Candy is the best hard candy around. It brings back memories of elementary school when I first ate this candy. I love it where the candy is a little sour at first and after a few seconds of sucking and licking it becomes nice and sweet with a strong lemony flavor. You must try them, there will be no regrets.",5
I love it for my dogs and my dogs are crazy about it. I have reviewed this product before. Please don't ask me to do it again,5
"THIS PRODUCT USES HYDROLIZED PROTEINS.<br /><br />HYDROLIZED PROTEINS IS ANOTHER NAME FOR MSG.<br /><br />PLEASE BEWARE THAT THE FDA ALLOWS COMPANIES TO JUST BE ""TECHNICALLY TRUTHFUL"" BUT NOT REALLY BE TRUTHFUL ABOUT THE USE OF MSG.<br /><br />THEY CAN TECHNICALLY SAY A PRODUCT HAS ""NO MSG"" WHILE HAVING MSG.<br /><br />THEY ARE ALSO PERMITTED TO HIDE MSG UNDER THE LABEL OF NATURAL FLAVORS, YEAST EXTRACT ETC.<br /><br />LOTS OF PRODUCTS SAY NO MSG BUT BE AWARE THEY DO.<br /><br />ANY COMPANY MARKETING A PRODUCT SHOULD EXPLICITLY SAY MSG ISN'T HIDDEN UNDER ANY OTHER PERMITTED LABEL.<br /><br />I HAD TO RATE THIS ONE STAR BECAUSE IT WOULDN'T ALLOW NO STARS",1
"I keep these on hand for the quick breakfast on the go or when my mornings are so hectic that I can't get breakfast made in time. We love this one, but the others flavors are good too.",5
"I am a Cavalier King Charles Spaniel with a long heritage of discriminating taste. Pet'n Shape products are my most favored treats,and I am especially fond of Chik 'n Breast. They are pure chicken with no additives, and, as I am watching my figure, they break easily into smaller morsels, so I can exercise moderation in this delectable indulgence. Ten out of ten of my canine neighbors agree that this reward is well worth obeying a command or two. I give it five paws up.<br /><br />Sincerely, Phoebe",5
This product taste's ok but it's the texture that gets me. It had kind of a grainy texture. I looked at the ingredients and wheat flour is in the ingredients. Why they would put wheat flour in this licorice. I think that contributes to the odd texture. This is the only licorice I've ever eaten with this weird texture. My favorite licorice is Natural Vines strawberry or black licorice which they sell here on Amazon. It is all natural and has no preservatives and no weird texture.,3
"Unfortunately, Vegemite will not be a regular find in our home. The taste is quite unusual. It needs to be acquired and no one has any interest in acquiring it.",1
"This was a tasty product, but there were several negatives. When I received the package, it was all smashed up into a big mush; it was a tasty mush, but didn't look appetizing. I was very disappointed at how small the package was, especially with the high shipping cost.",3
"I bought these for my Dalmatian for the first time about a month ago. He LOVED them...so much that even though I only gave him the recommended amount per day for his weight class he STOPPED EATING HIS FOOD.<br /><br />I went in to Petco and spoke with a customer service rep who told me a couple of people had come in with similar experiences. He said he was personally curious about it and did some research online and pulled up some reviews (which we looked up together while I was in the store) of people with the same issue. We discovered Dogswell now makes this product in China. Whether or not that automatically makes it unsafe I don't know but given the other reviews and the sign from my own dog I am no longer willing to risk it. Do some research - google ""Dogswell made in china"" and decide for yourself.",1
"Excellent price for an excellent product, esp w/o shipping charges. I am very pleased w/purchases from Amazon. Plus, their selection is great- lots of ORGANICS, too!",5
Tastes exactly like regular fatty creamy peanut butter!!! You would never guess its powder!  All the flavor and barely any calories!! I LOVE IT!!!!,5
"This review is primarily for the PB2 product (not the chocolate). As an avid PB fan, I wanted to try these, for the obvious caloric advantage over any other PB on the market. The PB2 has a definite ""natural"" PB-product flavor, and can be mixed to lend a similar consistency to peanut butter. That being said, I found it is not as fulfilling when snacked on alone, with a spoon. That being said, I imagine it would make an amazing replacement for real PB in any cooking recipe or blending protein shake. I did enjoy the chocolate flavored PB2 on its own, and would definitely buy it to snack on by itself again. :)",3
